id,name,azimuth,cone_angle,started_at,last_seen_at,is_wildfire,angle_of_view,lat,lon
6732,moret-sur-loing-02,200.0,0.0,2025-05-23T17:43:24.837093,2025-05-23T17:45:25.348185,,54.2,48.37916667,2.820833333
6730,videlles-02,300.0,0.0,2025-05-23T17:30:53.010223,2025-05-23T17:33:48.589440,,54.2,48.478333333,2.42416667
6729,nemours-02,300.0,0.0,2025-05-23T17:28:07.344741,2025-05-23T17:30:10.181072,,54.2,48.2604833333,2.7063833333
6718,nemours-02,250.0,0.0,2025-05-23T15:21:07.400289,2025-05-23T15:22:42.836420,,54.2,48.2604833333,2.7063833333
6715,nemours-02,300.0,0.0,2025-05-23T14:34:06.087006,2025-05-23T16:25:13.419334,,54.2,48.2604833333,2.7063833333
6712,moret-sur-loing-02,250.0,0.0,2025-05-23T13:13:18.237661,2025-05-23T14:57:20.593575,,54.2,48.37916667,2.820833333
6710,nemours-02,300.0,0.0,2025-05-23T12:41:47.371072,2025-05-23T12:44:07.157652,,54.2,48.2604833333,2.7063833333
6706,nemours-01,150.0,0.0,2025-05-23T11:46:52.343568,2025-05-23T13:51:38.795690,,54.2,48.2604833333,2.7063833333
6703,nemours-01,150.0,0.0,2025-05-23T10:42:07.252697,2025-05-23T11:05:06.257635,,54.2,48.2604833333,2.7063833333
6700,nemours-02,200.0,0.0,2025-05-23T10:15:42.131909,2025-05-23T13:45:27.129817,,54.2,48.2604833333,2.7063833333
6696,videlles-02,300.0,0.0,2025-05-23T09:27:19.278692,2025-05-23T09:28:01.644243,,54.2,48.478333333,2.42416667
6694,videlles-02,250.0,0.0,2025-05-23T08:56:18.511848,2025-05-23T09:19:17.733356,,54.2,48.478333333,2.42416667
6693,nemours-01,0.0,0.6503999999999991,2025-05-23T08:33:20.864337,2025-05-23T09:32:39.341588,,54.2,48.2604833333,2.7063833333
6692,nemours-02,350.0,0.7588000000000007,2025-05-23T08:33:09.953219,2025-05-23T08:52:03.264872,,54.2,48.2604833333,2.7063833333
6691,croix-augas-01,0.0,11.5446,2025-05-23T07:50:18.150527,2025-05-23T08:10:08.400426,,54.2,48.4267461256,2.7108759097
6690,moret-sur-loing-02,200.0,0.0,2025-05-23T07:45:14.106029,2025-05-23T07:46:14.375356,,54.2,48.37916667,2.820833333
6689,videlles-01,50.0,0.0,2025-05-23T07:44:24.881219,2025-05-23T07:47:38.428743,,54.2,48.478333333,2.42416667
6688,nemours-01,0.0,0.0,2025-05-23T07:39:23.373455,2025-05-23T07:50:21.991361,,54.2,48.2604833333,2.7063833333
6687,nemours-01,100.0,0.27100000000000024,2025-05-23T07:39:13.813202,2025-05-23T07:51:34.702941,,54.2,48.2604833333,2.7063833333
6685,croix-augas-01,0.0,0.0,2025-05-23T07:14:26.858600,2025-05-23T07:20:17.613877,,54.2,48.4267461256,2.7108759097
6684,croix-augas-02,350.0,0.0,2025-05-23T07:14:20.245337,2025-05-23T07:14:26.222811,,54.2,48.4267461256,2.7108759097
6683,croix-augas-01,150.0,0.0,2025-05-23T07:14:15.553360,2025-05-23T07:14:19.558627,,54.2,48.4267461256,2.7108759097
6681,moret-sur-loing-02,300.0,0.0,2025-05-23T06:40:12.581295,2025-05-23T06:41:13.134382,,54.2,48.37916667,2.820833333
6679,videlles-01,0.0,0.0,2025-05-23T06:30:46.172867,2025-05-23T06:53:50.822395,,54.2,48.478333333,2.42416667
6678,moret-sur-loing-02,200.0,0.0,2025-05-23T06:26:12.792379,2025-05-23T07:02:43.285702,,54.2,48.37916667,2.820833333
6676,moret-sur-loing-02,300.0,0.0,2025-05-23T05:48:10.894531,2025-05-23T05:55:41.323342,,54.2,48.37916667,2.820833333
6674,croix-augas-01,150.0,0.0,2025-05-23T05:20:15.618581,2025-05-23T05:36:43.445419,,54.2,48.4267461256,2.7108759097
6673,croix-augas-01,50.0,0.0,2025-05-23T05:15:41.966549,2025-05-23T05:16:12.509539,,54.2,48.4267461256,2.7108759097
6672,croix-augas-02,200.0,0.8672000000000009,2025-05-23T04:50:11.124232,2025-05-23T05:36:42.238062,,54.2,48.4267461256,2.7108759097
6670,moret-sur-loing-01,0.0,0.5962000000000005,2025-05-23T04:21:08.555097,2025-05-23T04:44:09.296483,,54.2,48.37916667,2.820833333
6669,croix-augas-02,250.0,0.0,2025-05-23T04:19:10.054557,2025-05-23T05:36:42.887108,,54.2,48.4267461256,2.7108759097
6668,croix-augas-01,150.0,0.0,2025-05-23T04:08:10.869604,2025-05-23T04:12:10.431482,,54.2,48.4267461256,2.7108759097
6666,croix-augas-01,100.0,0.0,2025-05-23T04:03:10.790737,2025-05-23T04:13:09.470868,,54.2,48.4267461256,2.7108759097
6809,nemours-01,50.0,0.0,2025-05-24T20:05:59.809095,2025-05-24T20:08:17.741076,,54.2,48.2604833333,2.7063833333
6808,moret-sur-loing-01,50.0,0.0,2025-05-24T20:04:36.067792,2025-05-24T20:07:00.012652,,54.2,48.37916667,2.820833333
6807,moret-sur-loing-01,150.0,0.0,2025-05-24T20:04:07.289583,2025-05-24T20:07:00.858762,,54.2,48.37916667,2.820833333
6806,nemours-01,0.0,0.0,2025-05-24T19:24:51.573981,2025-05-24T19:24:53.789489,,54.2,48.2604833333,2.7063833333
6804,moret-sur-loing-01,150.0,0.0,2025-05-24T19:04:05.002891,2025-05-24T19:06:05.013630,,54.2,48.37916667,2.820833333
6803,moret-sur-loing-01,100.0,0.0,2025-05-24T19:03:04.362394,2025-05-24T19:20:05.018464,,54.2,48.37916667,2.820833333
6801,moret-sur-loing-02,300.0,0.0,2025-05-24T18:50:34.025864,2025-05-24T18:54:04.066411,,54.2,48.37916667,2.820833333
6798,videlles-02,300.0,0.0,2025-05-24T18:31:48.050040,2025-05-24T18:33:46.159603,,54.2,48.478333333,2.42416667
6794,moret-sur-loing-02,200.0,0.0,2025-05-24T15:43:28.939685,2025-05-24T15:44:59.352527,,54.2,48.37916667,2.820833333
6792,nemours-01,0.0,0.8129999999999993,2025-05-24T15:08:00.062202,2025-05-24T15:35:02.019594,,54.2,48.2604833333,2.7063833333
6791,nemours-02,350.0,0.0,2025-05-24T14:06:39.582091,2025-05-24T14:08:36.378589,,54.2,48.2604833333,2.7063833333
6790,nemours-01,0.0,0.0,2025-05-24T14:05:16.594929,2025-05-24T14:09:54.304248,,54.2,48.2604833333,2.7063833333
6787,moret-sur-loing-02,300.0,0.0,2025-05-24T13:27:52.231048,2025-05-24T13:29:51.622059,,54.2,48.37916667,2.820833333
6786,nemours-02,350.0,0.0,2025-05-24T13:09:33.525137,2025-05-24T13:10:12.133030,,54.2,48.2604833333,2.7063833333
6785,nemours-01,0.0,0.0,2025-05-24T12:49:18.844473,2025-05-24T13:24:21.024752,,54.2,48.2604833333,2.7063833333
6783,nemours-02,300.0,0.0,2025-05-24T11:42:56.409687,2025-05-24T11:44:50.909019,,54.2,48.2604833333,2.7063833333
6780,nemours-01,0.0,0.0,2025-05-24T10:46:49.281812,2025-05-24T11:44:50.339388,,54.2,48.2604833333,2.7063833333
6776,nemours-01,0.0,0.8129999999999993,2025-05-24T09:43:40.102761,2025-05-24T09:48:00.434236,,54.2,48.2604833333,2.7063833333
6773,nemours-02,350.0,0.0,2025-05-24T08:53:22.845364,2025-05-24T08:54:00.872105,,54.2,48.2604833333,2.7063833333
6772,moret-sur-loing-01,150.0,0.0,2025-05-24T08:51:46.077116,2025-05-24T09:01:46.654566,,54.2,48.37916667,2.820833333
6771,nemours-01,100.0,0.0,2025-05-24T08:50:05.487211,2025-05-24T08:56:25.257181,,54.2,48.2604833333,2.7063833333
6770,nemours-01,0.0,0.0,2025-05-24T08:40:43.400251,2025-05-24T08:42:08.179849,,54.2,48.2604833333,2.7063833333
6768,nemours-01,0.0,0.6503999999999991,2025-05-24T07:29:14.994253,2025-05-24T07:34:43.963689,,54.2,48.2604833333,2.7063833333
6767,nemours-02,350.0,0.0,2025-05-24T06:35:43.833799,2025-05-24T06:35:46.341078,,54.2,48.2604833333,2.7063833333
6762,nemours-01,100.0,0.32519999999999954,2025-05-24T05:28:01.502461,2025-05-24T06:03:11.906788,,54.2,48.2604833333,2.7063833333
6761,nemours-02,250.0,0.0,2025-05-24T04:47:41.061341,2025-05-24T04:48:29.269207,,54.2,48.2604833333,2.7063833333
6760,nemours-02,300.0,0.0,2025-05-24T04:31:14.939637,2025-05-24T04:33:47.304537,,54.2,48.2604833333,2.7063833333
6758,moret-sur-loing-01,150.0,0.0,2025-05-24T04:28:38.994369,2025-05-24T04:30:39.330913,,54.2,48.37916667,2.820833333
6756,videlles-02,300.0,0.0,2025-05-24T04:03:53.419021,2025-05-24T04:11:12.141667,,54.2,48.478333333,2.42416667
6875,videlles-02,300.0,0.0,2025-05-25T20:08:20.113399,2025-05-25T20:08:57.726293,,54.2,48.478333333,2.42416667
6874,croix-augas-01,150.0,0.0,2025-05-25T20:07:03.222835,2025-05-25T20:13:04.037025,,54.2,48.4267461256,2.7108759097
6873,nemours-02,200.0,0.0,2025-05-25T20:02:54.770721,2025-05-25T20:11:41.207338,,54.2,48.2604833333,2.7063833333
6868,nemours-01,150.0,0.0,2025-05-25T19:33:57.218213,2025-05-25T19:55:02.631881,,54.2,48.2604833333,2.7063833333
6867,nemours-01,50.0,0.0,2025-05-25T19:33:13.965929,2025-05-25T20:02:14.222363,,54.2,48.2604833333,2.7063833333
6861,nemours-01,50.0,0.0,2025-05-25T18:11:04.272062,2025-05-25T18:12:52.824424,,54.2,48.2604833333,2.7063833333
6857,moret-sur-loing-02,250.0,0.0,2025-05-25T16:43:30.483225,2025-05-25T16:45:30.673206,,54.2,48.37916667,2.820833333
6856,nemours-02,200.0,0.0,2025-05-25T16:40:00.926106,2025-05-25T16:54:21.474934,,54.2,48.2604833333,2.7063833333
6853,croix-augas-01,100.0,0.0,2025-05-25T15:57:57.285011,2025-05-25T16:14:27.720366,,54.2,48.4267461256,2.7108759097
6852,nemours-02,200.0,0.0,2025-05-25T15:50:20.243575,2025-05-25T15:50:22.195422,,54.2,48.2604833333,2.7063833333
6849,videlles-01,50.0,0.0,2025-05-25T14:43:44.161023,2025-05-25T14:46:11.071003,,54.2,48.478333333,2.42416667
6848,croix-augas-01,0.0,0.0,2025-05-25T14:41:58.477060,2025-05-25T14:44:26.099958,,54.2,48.4267461256,2.7108759097
6847,croix-augas-01,100.0,0.0,2025-05-25T14:41:53.435952,2025-05-25T15:27:27.441702,,54.2,48.4267461256,2.7108759097
6846,nemours-02,350.0,0.0,2025-05-25T14:03:09.445109,2025-05-25T14:13:28.494542,,54.2,48.2604833333,2.7063833333
6845,nemours-02,300.0,0.0,2025-05-25T13:41:22.144780,2025-05-25T13:42:41.374031,,54.2,48.2604833333,2.7063833333
6844,moret-sur-loing-02,250.0,0.0,2025-05-25T13:28:56.574853,2025-05-25T13:59:56.941076,,54.2,48.37916667,2.820833333
6843,moret-sur-loing-02,200.0,0.0,2025-05-25T13:22:56.612232,2025-05-25T13:22:58.853372,,54.2,48.37916667,2.820833333
6842,moret-sur-loing-02,250.0,0.0,2025-05-25T12:53:55.222694,2025-05-25T12:55:25.811980,,54.2,48.37916667,2.820833333
6841,nemours-02,350.0,0.0,2025-05-25T12:09:06.933532,2025-05-25T12:42:06.181249,,54.2,48.2604833333,2.7063833333
6840,nemours-01,0.0,0.0,2025-05-25T12:09:03.750036,2025-05-25T12:42:36.491298,,54.2,48.2604833333,2.7063833333
6835,moret-sur-loing-02,250.0,0.0,2025-05-25T10:50:37.762379,2025-05-25T10:50:40.305554,,54.2,48.37916667,2.820833333
6832,moret-sur-loing-02,250.0,0.0,2025-05-25T09:53:00.882507,2025-05-25T09:54:00.031470,,54.2,48.37916667,2.820833333
6831,moret-sur-loing-02,250.0,0.0,2025-05-25T08:06:44.268012,2025-05-25T08:13:44.010139,,54.2,48.37916667,2.820833333
6820,moret-sur-loing-02,250.0,0.0,2025-05-25T05:41:10.488612,2025-05-25T06:14:41.112456,,54.2,48.37916667,2.820833333
6819,nemours-01,0.0,0.0,2025-05-25T05:22:50.241548,2025-05-25T05:24:12.089750,,54.2,48.2604833333,2.7063833333
6818,nemours-02,300.0,0.0,2025-05-25T04:40:09.788420,2025-05-25T04:42:09.203014,,54.2,48.2604833333,2.7063833333
6813,nemours-02,350.0,0.0,2025-05-25T04:23:16.472069,2025-05-25T04:23:18.741091,,54.2,48.2604833333,2.7063833333
6812,nemours-01,100.0,0.0,2025-05-25T04:22:39.593357,2025-05-25T04:24:07.185970,,54.2,48.2604833333,2.7063833333
6811,nemours-02,200.0,0.0,2025-05-25T04:17:31.005932,2025-05-25T04:19:36.928118,,54.2,48.2604833333,2.7063833333
6810,nemours-01,0.0,0.7587999999999993,2025-05-25T04:08:40.703938,2025-05-25T04:48:39.437194,,54.2,48.2604833333,2.7063833333
6942,moret-sur-loing-01,150.0,0.0,2025-05-26T20:08:14.221796,2025-05-26T20:14:15.517564,,54.2,48.37916667,2.820833333
6941,videlles-02,300.0,0.0,2025-05-26T19:55:54.566636,2025-05-26T20:08:43.471710,,54.2,48.478333333,2.42416667
6940,croix-augas-01,150.0,2.5474,2025-05-26T19:37:42.734010,2025-05-26T19:38:13.148987,,54.2,48.4267461256,2.7108759097
6939,nemours-02,200.0,0.0,2025-05-26T19:37:27.059501,2025-05-26T20:06:47.296626,,54.2,48.2604833333,2.7063833333
6936,nemours-02,350.0,0.0,2025-05-26T18:53:55.287617,2025-05-26T18:53:57.462022,,54.2,48.2604833333,2.7063833333
6935,croix-augas-01,50.0,0.0,2025-05-26T18:20:40.220180,2025-05-26T18:43:41.856898,,54.2,48.4267461256,2.7108759097
6933,nemours-02,200.0,0.0,2025-05-26T18:16:53.722702,2025-05-26T18:39:58.381509,,54.2,48.2604833333,2.7063833333
6932,croix-augas-01,150.0,0.0,2025-05-26T17:45:10.036950,2025-05-26T18:36:10.030684,,54.2,48.4267461256,2.7108759097
6930,croix-augas-01,100.0,0.0,2025-05-26T17:15:38.366857,2025-05-26T19:06:44.272407,,54.2,48.4267461256,2.7108759097
6927,nemours-01,0.0,0.0,2025-05-26T16:47:35.843225,2025-05-26T20:12:18.669709,,54.2,48.2604833333,2.7063833333
6926,nemours-02,300.0,0.0,2025-05-26T16:32:57.045227,2025-05-26T16:34:08.941111,,54.2,48.2604833333,2.7063833333
6925,moret-sur-loing-02,250.0,0.0,2025-05-26T16:24:05.813378,2025-05-26T19:26:11.628501,,54.2,48.37916667,2.820833333
6923,croix-augas-01,100.0,0.0,2025-05-26T15:03:05.497187,2025-05-26T15:05:05.445221,,54.2,48.4267461256,2.7108759097
6921,croix-augas-01,50.0,0.0,2025-05-26T13:59:03.523727,2025-05-26T14:16:33.603715,,54.2,48.4267461256,2.7108759097
6920,croix-augas-01,100.0,0.0,2025-05-26T13:51:33.267001,2025-05-26T13:54:03.477762,,54.2,48.4267461256,2.7108759097
6919,moret-sur-loing-02,200.0,0.0,2025-05-26T12:22:30.034498,2025-05-26T12:24:30.900289,,54.2,48.37916667,2.820833333
6918,nemours-01,0.0,0.0,2025-05-26T12:17:37.805192,2025-05-26T12:34:12.830758,,54.2,48.2604833333,2.7063833333
6917,moret-sur-loing-02,250.0,0.0,2025-05-26T12:04:59.993584,2025-05-26T15:33:34.851462,,54.2,48.37916667,2.820833333
6916,croix-augas-01,100.0,0.0,2025-05-26T12:00:00.563530,2025-05-26T12:56:31.729750,,54.2,48.4267461256,2.7108759097
6912,croix-augas-01,100.0,0.0,2025-05-26T08:58:15.449334,2025-05-26T09:01:15.245698,,54.2,48.4267461256,2.7108759097
6910,nemours-02,200.0,0.0,2025-05-26T08:52:17.705465,2025-05-26T08:54:30.130781,,54.2,48.2604833333,2.7063833333
6908,nemours-01,100.0,0.0,2025-05-26T08:45:32.139108,2025-05-26T08:46:21.709721,,54.2,48.2604833333,2.7063833333
6907,nemours-02,350.0,0.0,2025-05-26T08:31:52.511027,2025-05-26T08:33:10.096334,,54.2,48.2604833333,2.7063833333
6906,nemours-01,0.0,0.0,2025-05-26T08:31:49.706879,2025-05-26T09:20:10.167983,,54.2,48.2604833333,2.7063833333
6904,nemours-02,200.0,0.0,2025-05-26T08:17:27.957503,2025-05-26T08:18:06.488592,,54.2,48.2604833333,2.7063833333
6903,croix-augas-01,0.0,0.0,2025-05-26T08:15:43.732720,2025-05-26T08:21:43.409914,,54.2,48.4267461256,2.7108759097
6902,croix-augas-01,100.0,0.0,2025-05-26T07:20:14.012319,2025-05-26T07:22:12.743522,,54.2,48.4267461256,2.7108759097
6901,croix-augas-01,0.0,0.0,2025-05-26T07:17:12.049894,2025-05-26T07:34:42.986718,,54.2,48.4267461256,2.7108759097
6899,croix-augas-01,150.0,0.0,2025-05-26T07:08:42.011081,2025-05-26T07:08:44.503114,,54.2,48.4267461256,2.7108759097
6898,moret-sur-loing-01,150.0,0.0,2025-05-26T06:52:08.568384,2025-05-26T06:52:38.581248,,54.2,48.37916667,2.820833333
6897,moret-sur-loing-02,300.0,0.0,2025-05-26T06:34:08.174665,2025-05-26T06:35:38.463987,,54.2,48.37916667,2.820833333
6896,croix-augas-01,50.0,0.0,2025-05-26T06:26:10.893985,2025-05-26T06:36:40.817021,,54.2,48.4267461256,2.7108759097
6895,nemours-02,300.0,0.0,2025-05-26T06:20:44.902209,2025-05-26T06:20:52.495781,,54.2,48.2604833333,2.7063833333
6894,nemours-02,250.0,0.0,2025-05-26T06:20:41.902268,2025-05-26T06:22:42.557808,,54.2,48.2604833333,2.7063833333
6893,croix-augas-01,150.0,0.6504000000000006,2025-05-26T05:48:09.924095,2025-05-26T06:10:40.574589,,54.2,48.4267461256,2.7108759097
6892,videlles-02,250.0,0.0,2025-05-26T05:48:03.351480,2025-05-26T06:30:42.826047,,54.2,48.478333333,2.42416667
6891,videlles-01,0.0,0.0,2025-05-26T05:46:35.348839,2025-05-26T06:02:24.071981,,54.2,48.478333333,2.42416667
6890,nemours-02,200.0,0.0,2025-05-26T05:42:48.460913,2025-05-26T05:44:44.876433,,54.2,48.2604833333,2.7063833333
6888,moret-sur-loing-02,200.0,0.0,2025-05-26T05:31:36.217001,2025-05-26T05:40:06.376311,,54.2,48.37916667,2.820833333
6887,nemours-01,100.0,0.0,2025-05-26T05:30:09.578012,2025-05-26T05:32:27.705366,,54.2,48.2604833333,2.7063833333
6885,videlles-02,300.0,0.0,2025-05-26T05:11:49.157490,2025-05-26T05:12:24.748714,,54.2,48.478333333,2.42416667
6884,videlles-02,250.0,0.0,2025-05-26T04:37:51.716749,2025-05-26T04:39:17.320100,,54.2,48.478333333,2.42416667
6883,nemours-01,0.0,0.0,2025-05-26T04:37:49.296458,2025-05-26T04:40:18.281027,,54.2,48.2604833333,2.7063833333
6882,nemours-02,200.0,0.0,2025-05-26T04:37:44.010656,2025-05-26T04:37:48.398505,,54.2,48.2604833333,2.7063833333
6881,videlles-02,300.0,0.0,2025-05-26T04:37:09.804019,2025-05-26T04:39:57.737539,,54.2,48.478333333,2.42416667
6880,videlles-01,150.0,0.27100000000000024,2025-05-26T04:35:47.696848,2025-05-26T04:37:56.033277,,54.2,48.478333333,2.42416667
6879,moret-sur-loing-01,0.0,0.0,2025-05-26T04:33:34.760603,2025-05-26T04:35:04.572894,,54.2,48.37916667,2.820833333
6877,croix-augas-01,150.0,0.0,2025-05-26T04:05:06.911892,2025-05-26T04:58:38.227641,,54.2,48.4267461256,2.7108759097
6876,croix-augas-01,100.0,0.0,2025-05-26T04:03:38.129262,2025-05-26T04:45:37.782025,,54.2,48.4267461256,2.7108759097
7031,croix-augas-01,310.0,0.0,2025-05-27T20:08:58.005060,2025-05-27T20:10:54.323040,,54.2,48.4267461256,2.7108759097
7030,nemours-02,246.0,0.0,2025-05-27T19:59:46.852213,2025-05-27T20:08:16.890555,,54.2,48.2604833333,2.7063833333
7028,nemours-01,194.0,0.0,2025-05-27T19:43:19.682638,2025-05-27T20:10:33.921095,,54.2,48.2604833333,2.7063833333
7023,nemours-01,52.0,0.0,2025-05-27T19:13:47.595989,2025-05-27T19:26:12.292595,,54.2,48.2604833333,2.7063833333
7021,nemours-02,291.0,0.43360000000000043,2025-05-27T18:36:41.508869,2025-05-27T18:39:20.337886,,54.2,48.2604833333,2.7063833333
7020,croix-augas-01,310.0,0.0,2025-05-27T18:28:09.597755,2025-05-27T18:28:39.766565,,54.2,48.4267461256,2.7108759097
7018,croix-augas-02,100.0,0.0,2025-05-27T17:52:09.178421,2025-05-27T18:00:09.201580,,54.2,48.4267461256,2.7108759097
7017,nemours-01,52.0,0.0,2025-05-27T17:40:42.979771,2025-05-27T18:02:59.211109,,54.2,48.2604833333,2.7063833333
7016,nemours-02,340.0,0.0,2025-05-27T17:12:21.624538,2025-05-27T19:37:14.940590,,54.2,48.2604833333,2.7063833333
7014,nemours-01,52.0,0.7588000000000007,2025-05-27T16:50:56.007021,2025-05-27T16:50:58.139205,,54.2,48.2604833333,2.7063833333
7013,nemours-02,246.0,0.0,2025-05-27T16:45:56.308513,2025-05-27T16:48:57.869578,,54.2,48.2604833333,2.7063833333
7012,croix-augas-02,350.0,0.0,2025-05-27T16:39:09.303559,2025-05-27T16:41:40.120081,,54.2,48.4267461256,2.7108759097
7010,nemours-02,291.0,0.0,2025-05-27T16:09:00.320894,2025-05-27T16:27:22.149020,,54.2,48.2604833333,2.7063833333
7008,nemours-02,291.0,0.0,2025-05-27T15:25:08.863809,2025-05-27T15:25:51.834561,,54.2,48.2604833333,2.7063833333
7007,nemours-02,25.0,0.0,2025-05-27T15:14:34.122536,2025-05-27T19:48:45.104889,,54.2,48.2604833333,2.7063833333
7006,nemours-01,0.0,0.0,2025-05-27T14:51:43.104544,2025-05-27T15:00:52.030457,,54.2,48.2604833333,2.7063833333
7002,nemours-02,350.0,0.0,2025-05-27T14:38:24.150591,2025-05-27T15:02:18.005198,,54.2,48.2604833333,2.7063833333
7001,moret-sur-loing-01,0.0,0.0,2025-05-27T14:27:00.563562,2025-05-27T14:44:30.380256,,54.2,48.37916667,2.820833333
6999,nemours-02,250.0,0.0,2025-05-27T14:04:57.830060,2025-05-27T14:05:41.452026,,54.2,48.2604833333,2.7063833333
6998,nemours-01,100.0,0.0,2025-05-27T14:01:02.630132,2025-05-27T14:08:17.309532,,54.2,48.2604833333,2.7063833333
6997,nemours-02,350.0,0.0,2025-05-27T13:58:18.590795,2025-05-27T14:01:05.893208,,54.2,48.2604833333,2.7063833333
6995,croix-augas-01,100.0,0.0,2025-05-27T13:33:20.173693,2025-05-27T13:35:19.796506,,54.2,48.4267461256,2.7108759097
6992,nemours-02,250.0,0.0,2025-05-27T12:36:47.520955,2025-05-27T12:37:57.357981,False,54.2,48.2604833333,2.7063833333
6991,croix-augas-01,100.0,0.0,2025-05-27T12:17:47.829782,2025-05-27T12:34:18.532604,,54.2,48.4267461256,2.7108759097
6989,nemours-01,100.0,0.0,2025-05-27T11:21:53.131956,2025-05-27T11:30:40.841557,,54.2,48.2604833333,2.7063833333
6988,croix-augas-01,100.0,0.0,2025-05-27T11:17:16.916201,2025-05-27T11:43:46.944468,,54.2,48.4267461256,2.7108759097
6987,nemours-02,350.0,0.0,2025-05-27T11:16:05.502588,2025-05-27T12:19:09.679373,,54.2,48.2604833333,2.7063833333
6986,nemours-01,0.0,0.0,2025-05-27T11:15:33.565897,2025-05-27T12:16:36.918448,,54.2,48.2604833333,2.7063833333
6978,croix-augas-01,100.0,0.0,2025-05-27T10:00:44.329814,2025-05-27T10:07:14.596068,,54.2,48.4267461256,2.7108759097
6975,nemours-02,350.0,0.48779999999999446,2025-05-27T09:23:40.444128,2025-05-27T10:05:17.741580,,54.2,48.2604833333,2.7063833333
6973,nemours-01,100.0,0.0,2025-05-27T09:17:26.217332,2025-05-27T09:49:31.773336,,54.2,48.2604833333,2.7063833333
6972,nemours-01,0.0,0.0,2025-05-27T09:07:07.861549,2025-05-27T09:57:54.522315,,54.2,48.2604833333,2.7063833333
6971,moret-sur-loing-01,150.0,0.0,2025-05-27T08:38:33.919699,2025-05-27T08:44:32.880040,,54.2,48.37916667,2.820833333
6969,moret-sur-loing-02,200.0,0.0,2025-05-27T07:51:01.840205,2025-05-27T08:00:05.155273,,54.2,48.37916667,2.820833333
6968,moret-sur-loing-01,150.0,0.0,2025-05-27T07:49:33.457672,2025-05-27T07:50:32.323202,,54.2,48.37916667,2.820833333
6967,moret-sur-loing-02,250.0,0.0,2025-05-27T07:42:31.588395,2025-05-27T07:51:06.061630,,54.2,48.37916667,2.820833333
6966,nemours-02,250.0,0.0,2025-05-27T07:41:56.978519,2025-05-27T07:44:47.786525,,54.2,48.2604833333,2.7063833333
6965,croix-augas-01,100.0,0.0,2025-05-27T07:33:41.621056,2025-05-27T07:40:41.334094,,54.2,48.4267461256,2.7108759097
6961,nemours-01,150.0,0.0,2025-05-27T07:01:14.706998,2025-05-27T07:02:33.757528,,54.2,48.2604833333,2.7063833333
6957,nemours-01,0.0,0.0,2025-05-27T06:45:56.074372,2025-05-27T08:18:13.853655,,54.2,48.2604833333,2.7063833333
6956,nemours-02,350.0,0.0,2025-05-27T06:45:13.216215,2025-05-27T08:16:51.939239,,54.2,48.2604833333,2.7063833333
6955,nemours-02,350.0,0.0,2025-05-27T06:13:19.176902,2025-05-27T06:13:47.549561,,54.2,48.2604833333,2.7063833333
6954,nemours-02,250.0,0.0,2025-05-27T06:10:32.731374,2025-05-27T06:13:18.457345,,54.2,48.2604833333,2.7063833333
6953,croix-augas-01,100.0,0.0,2025-05-27T06:09:38.256035,2025-05-27T06:17:38.766330,,54.2,48.4267461256,2.7108759097
6952,croix-augas-01,150.0,0.0,2025-05-27T05:59:07.606803,2025-05-27T05:59:10.226210,,54.2,48.4267461256,2.7108759097
6951,nemours-01,100.0,0.0,2025-05-27T05:44:57.973794,2025-05-27T06:33:23.586531,,54.2,48.2604833333,2.7063833333
6950,nemours-02,250.0,0.0,2025-05-27T05:17:08.050391,2025-05-27T05:39:14.581577,,54.2,48.2604833333,2.7063833333
6949,nemours-02,300.0,0.0,2025-05-27T05:15:09.523005,2025-05-27T05:25:45.507645,,54.2,48.2604833333,2.7063833333
6947,croix-augas-01,100.0,0.0,2025-05-27T04:08:35.078597,2025-05-27T05:24:37.008851,,54.2,48.4267461256,2.7108759097
6946,moret-sur-loing-01,0.0,0.0,2025-05-27T04:05:55.775263,2025-05-27T04:28:29.709475,,54.2,48.37916667,2.820833333
6945,nemours-01,0.0,0.0,2025-05-27T04:05:31.346381,2025-05-27T04:07:26.718280,,54.2,48.2604833333,2.7063833333
6943,nemours-02,350.0,0.0,2025-05-27T04:02:57.169377,2025-05-27T04:05:34.940316,,54.2,48.2604833333,2.7063833333
7104,nemours-02,25.0,0.0,2025-05-28T20:14:05.620931,2025-05-28T20:15:52.998494,,54.2,48.2604833333,2.7063833333
7103,videlles-01,119.0,0.0,2025-05-28T20:10:28.448114,2025-05-28T20:10:31.770793,,54.2,48.478333333,2.42416667
7102,croix-augas-02,235.0,1.1381999999999997,2025-05-28T20:08:04.023130,2025-05-28T20:12:04.706483,,54.2,48.4267461256,2.7108759097
7101,nemours-01,194.0,0.0,2025-05-28T20:00:34.602846,2025-05-28T20:15:35.320269,,54.2,48.2604833333,2.7063833333
7100,nemours-01,100.0,0.0,2025-05-28T19:58:10.899485,2025-05-28T19:58:53.960576,,54.2,48.2604833333,2.7063833333
7099,croix-augas-02,146.0,0.0,2025-05-28T19:50:33.499670,2025-05-28T19:51:32.215964,,54.2,48.4267461256,2.7108759097
7098,moret-sur-loing-02,314.0,0.0,2025-05-28T19:42:51.217986,2025-05-28T19:43:20.607875,,54.2,48.37916667,2.820833333
7097,nemours-02,246.0,0.0,2025-05-28T19:35:41.082703,2025-05-28T20:14:48.346475,,54.2,48.2604833333,2.7063833333
